Data Engineer,Data Engineering is the foundation for the new world of Big Data Enroll now to build production-ready data infrastructure,Data Modeling,Data Pipelines,Data Lakes,Spark,Airflow
Data Scientist,Build effective machine learning models,Recommendation systems,Cloud,Machine Learning,Deep Learning,Software Engineering,Bootstrapping,Pandas & NumPy,Statistics
Data Analyst,Use Python,Data WranglingMatplotlib,Search Ads
Digital Marketing,Gain real-world experience running live campaigns as you learn from top experts in the field Launch your career with a 360-degree understanding of digital marketing,Social Media Marketing,Facebook Marketing,Search Engine Optimization,Search Engine Marketing,Display Ads,Deep Learning,Neural Networks
Artificial Intelligence for Trading,Complete real-world projects designed by industry experts,and build your career-ready portfolio,Momentum Trading Strategy,Smart Beta,Alpha Factors,Natural Language Processing
Product Manager,Envision and execute the development of industry-defining products,Product Strategy,Product Design,Product Development,Design Sprint,Product Launch
Programming for Data Science with Python,Learn the fundamental programming tools for data professionals: Python,the Terminal and Git,Python,Numpy & Pandas,SQL,Git & GitHub,Data Visualization,Data Dashboards
Business Analytics,Gain foundational data skills applicable to any industry Collect and analyze data,Database,Excel,Tableau,Excel & Spreadsheets,SQL
C++,Get hands-on experience by building five real-world projects,Memory Management,Concurrency,Object-Oriented Programming,C++CSS,Python
Introduction to Programming,Udacity's Intro to Programming is your first step towards careers in Web and App Development,Data Science,AI,and more! This program is perfect for beginners,Introduction to Programming,HTML,Object-Oriented Programming
Front End Web Developer,Learn how to build high quality websites and dynamic applications to create stunning user experiences for the web,HTML,CSS,Webpack,Flexbox,Node
Machine Learning Engineer,Become a machine learning engineer and apply predictive models to massive data sets in fields like education,healthcare or robotics,Machine Learning,Supervised Learning,Unsupervised Learning,Deep Learning
Deep Learning,Deep learning is driving advances in artificial intelligence that are changing our world Enroll now to build and apply your own deep neural networks to produce amazing solutions to important challenges,Neural Networks,Jupyter Notebooks,CNNs,GANs
Blockchain Developer,Demand for blockchain developers is skyrocketing In this program,Ethereum Blockchain,Blockchain Architecture,Data Auditing,Docker,Kubernetes
Full Stack Web Developer,Learn to design and develop powerful modern web applications that form the foundation for the appsPython,JavaScript,PostgreSQL,Flask,Window Functions,Partitions,Data Cleaning,DDL,DML,Relational and Non-Relational Databases
SQL,Master SQL,Analytics,SQL,PostgreSQL,JOINs,Subqueries
Java Developer,Learn back-end development with the Java programming language,Spring Boot,Rest API,MySQL,MongoDB
Data Streaming,Learn how to stream data to unlock key insights in real-time,Spark,Kafka,Kafka Streaming,Spark Streaming
React,React is completely transforming Front-End Development Master this powerful UI library from Facebook with Udacity,Redux,React Native
Data Product Manager,Hone specialized skills in Data Product Management by learning how to apply data science best practices to build data-driven products backed by scalable data strategies to deliver the right experience to the right users,Data Science,Product Management,Product Design,Data Visualization,User Journey Maps
Data Structures and Algorithms,Get hands-on practice with over 100 data structures and algorithm exercises and technical mentor support when needed to help prepare you for interviews and on-the-job scenarios,Problem Solving,Interview Practice Problems,Python,User interfaces,Local Persistence,APIs
iOS Developer,Master the Swift programming language,Swift programming,Core Data,UIKit,iOS networking,app publishing,C++,ROS,Localization,Mapping,SLAM,Navigation,Path Planning,Robot Operating System,Robotics
Robotics Software Engineer,Build five hands-on projects to acquire core robotics software engineering skills: ROS,Localization,Mapping,SLAM,Navigation,and Path Planning
AI Product Manager,Learn to develop AI products that deliver business value Build skills that help you compete in the new AI-powered world,Training ML Models,Annotating Datasets,Prototyping a Product
Deep Reinforcement Learning,Master the deep reinforcement learning skills that are powering amazing advances in AI Then start applying these to applications like video games and robotics,Neural Networks,PyTorch,Deep Q-Networks (DQN),Deep Deterministic Policy Gradients (DDPG)
Cloud DevOps Engineer,Companies are looking for talented DevOps engineers to remain competitive in this agile world Enroll now to operationalize infrastructure at scale and deliver applications and services at high velocity,AWS,Configuration Management with Ansible,Continuous Integration / Continuous Deployment,Microservices with Kubernetes,CloudFormation,Image Classification,Deep Learning
Computer Vision,Learn the computer vision skills behind advances in robotics and automation Write programs to analyze images,and recognize objects using deep learning models,Convolutional Neural Networks,Recurrent Neural Networks,Simultaneous Localization and Mapping,Object Tracking
Predictive Analytics For Business,Predictive analytics is the practice of determining patterns from data to predict future outcomes and trends Across industries,Data Wrangling,Classification,A/B Testing,Forecasting,Segmentation
Cloud Developer,Cloud development is the foundation for the new world of software development Enroll now to build and deploy production-ready full stack apps at scale on AWS,AWS,Microservices,Serverless Architecture,Kubernetes
Intro to Self-Driving Cars,This introductory program is the perfect way to start your journey,Machine Learning,Vehicle Motion,Control,CloudFormation,High Availability Infrastructure,Serverless Computing
AWS Cloud Architect,Lead your organization's cloud computing strategy as an AWS Cloud Architect Plan,and build secure,high availability cloud infrastructure,Cloud Infrastructure,Cloud Security,AWS,Computer Vision
Sensor Fusion Engineer,Learn to fuse lidar point clouds,Kalman Filter,Perception,Lidar,Radar,Sensors,Speech Recognition,Sentiment Analysis,Machine Translation,Part of Speech Tagging
Natural Language Processing,Learn the skills to get computers to understand,Machine Learning,Sentiment analysis,machine translation,and more,Machine Learning,Excel & Spreadsheets,Data Visualization,Customer Segmentation
Marketing Analytics,Gain foundational data skills applicable to marketing Collect and analyze data,Excel,Tableau,Google Analytics,and Data Studios,Google Analytics
Flying Car and Autonomous Flight Engineer,Master job-ready autonomous flight software engineering skills as you tackle advanced challenges3D Motion Planning,Controls,Estimation,Kalman Filters,Search Algorithms,Optimization,Planning,Pattern Recognition
Artificial Intelligence,Learn essential Artificial Intelligence concepts from AI experts like Peter Norvig and Sebastian Thrun,optimization,planning,pattern recognition,and more,AI Algorithms,Lifetime Value,Customer Acquisition Cost,Pricing Metrics,Growth Strategy
Monetization Strategy,Monetization Strategy is the third of three courses in the Growth Product Manager Nanodegree program Hone specialized Product Management skills in monetization strategy by learning how to implement strategies to drive profitable growth for your business Build and test pricing plans and market selectionProduct Management,Monetization Models,Pricing Strategy,Buyer Personas,Unsupervised Learning
Intro to Machine Learning with PyTorch,Build a solid foundation in Supervised,Deep learning,Cloud,Introduction to Machine Learning,Supervised Learning,Deep Learning,Supervised Learning,Unsupervised Learning
Intro to Machine Learning with TensorFlow,Build a solid foundation in Supervised,Deep learning,Cloud,TensorFlow,Deep Learning,scikit-learn
Data Visualization,Combine dataData Visualization,Tableau,Dashboards,Data Storytelling
AI for Business Leaders,Master the foundations of artificial intelligence so you can strategically implement machine learning technology in your organization,Artificial Intelligence,Machine Learning,Business Strategy,Data Labeling,Data Modeling,Wearable Device Data,Supervised Learning
AI for Healthcare,Be at the forefront of the revolution of AI in Healthcare,Artificial Intelligence,2D Medical Imaging,3D Medical Imaging,Electronic Health Record Data,Deep Learning
Agile Software Development,The Agile Software Development Nanodegree program equips you with the skills you need to guide the delivery of high value products with top notch software development teams,Agile,Scrum,Kanban,XP
Introduction to Cybersecurity,Get your start in the high growth field of cybersecurity by building foundational skills in how to evaluate,Threat Assessment,Security Vulnerabilities,Compliance,Governance,Risk,Asynchronous Programming,Synchronous Programming
Intermediate JavaScript,Master JavaScriptand desktop development,Functional Programming,DOM,Data Structures,Human Capital
Data Science for Business Leaders,Master the peopleBusiness Strategy,Data Science,Data Architecture,Machine Learning,Continuous Integration,Continuous Delivery,Test Automation,Monitoring
Cloud DevOps using Microsoft Azure,Learn how to deploy,Infrastructure as Code,Configuration Management,Agile Planning
Android Basics,No programming experience? No Problem! Start developing Android apps today,Java programming,Android Studio,XML layouts,Android Views
Programming for Data Science with R,Prepare for a data science career by learning the fundamental data programming tools: R,command line,Git,R,SQL,Git,Monetization Strategy,Performance Optimization
Growth Product Manager,Hone specialized Product Management skills in growth strategy Lead experimentation and data-driven decision-making in your organization to drive products to reach the next level of scaleProduct Management,Growth Strategy,Customer Acquisition,Activation Strategy,concurrent programming,Java modules
Java Programming,This Nanodegree program is intended to elevate your Java abilities and teach you the fundamental skills used by Java developers to design,Java programming,Object-oriented programming,functional programming,I/O,reflection
Intermediate Python,The Intermediate Python Nanodegree program teaches intermediate-level skills for programming with the Python language  It is ideal for developers interested in using Python to build more complex algorithms with greater capabilities in preparation for a variety of different roles spanning fields like data science,software engineering,Python,Object-oriented programming,Modular code,Python Package Index,Web APIs,App Architecture,Databases,Custom Views,Notifications,Location Services,Testing,Firebase
Android Kotlin Developer,Master Android app development with Kotlin,Android Development,Kotlin,Android Studio,Gradle,RESTful interfaces
RPA Developer with UiPath,Build the operational processes that enable the businesses of the future,Business Operations,UiPath Studio,UiPath Orchestrator,Open-source intelligence,System and Application Auditing
Ethical Hacker,Master the skills necessary to become a successful Ethical Hacker Learn how to find and exploit vulnerabilities and weaknesses in various systems,Cybersecurity,Vulnerability Management,Penetration Testing,Reconnaissance,Social Engineering,Hybrid Cloud,Public Cloud,Private Cloud,HCI Clusters,Workload Management,On premise,Off premise
Hybrid Cloud Engineer,This Nanodegree program,infrastructure software,takes cloud technology and data-center professionals on an in-depth journey into the design,deployment,and management of infrastructure and applications together on the Hybrid Cloud Master the concepts you need to transform how your IT teams manage applications and support the business,Hyper-converged infrastructure
Cloud Developer using Microsoft Azure,The Cloud Developer using Microsoft Azure program prepares students with critical cloud computing skills in how to deploy,migrate,Azure,Virtual Machines,App Services,Microservices,Machine Learning Operations
Machine Learning Engineer for Microsoft Azure,Strengthen your machine learning skills and build practical experience by training,Azure,Azure Machine Learning,Azure Machine Learning SDK,Automation with Pipelines,Automated ML
Intro to Data Science,What does a data scientist do? In this course,Data Analysis Process,pandas (Python package),MapReduce paradigm,pandas
Intro to Data Analysis,Explore a variety of datasets,Pandas,and Matplotlib,Data Analysis,Python,numpy
SQL for Data Analysis,Learn to use Structured Query Language (SQL) to extract and analyze data stored in databases,SQL
Database Systems Concepts & Design,This course presents an example of applying a database application development methodology to a major real-world project,Relational Algebra,Sequential Query Language,Data Indexing,SQL Injection
Intro to Inferential Statistics,Intro to Inferential Statistics will teach you how to test your hypotheses and begin to make predictions based on statistical results drawn from data!,Hypothesis Testing,T-tests,ANOVA
Spark,Master how to work with big data and build machine learning models at scale using Spark!,SparkSQL,Spark Dataframes,Data Wrangling,Machine Learning
Data Analysis and Visualization,This course will introduce students to the field by covering state�-of-�the-art modeling,R,Data Analysis,Data Visualization,RegressionAzure AI Builder
Microsoft Power Platform,Learn to build powerful and effective solutions with ease with Microsoft Power Platform Created in partnership with the Microsoft Power Platform team,app development,and artifical intelligence,Microsoft Power Platform,Power Apps,Power Automate
Front End Frameworks,Explore and build interactive,Single Page Applications,Building Angular apps,Building Ember apps,Underscore's template function,Backbone events and routing
Responsive Web Design Fundamentals,Learn and practice strategies for developing websites that look great on every device! Made with Google's Pete LePage,Remote debugging and emulation,Optimizing layout,CSS media queries,CSS flexbox
Linux Command Line Basics,An introduction to the Linux command line interface,Terminal and Shell (GNU Bash),Linux filesystem,Shell commands
How to Install Android Studio,Participate in this short tutorial to install Android Studio on your computer and set up a new project using the program's Project Wizard,Android Studio,JavaAudio and Libraries
Android Basics: Multiscreen Apps,Learn to build multiple screens and link them together,Android Development,Intents and Activities,Data,Loops and Custom Classes,Images and Visual Polish
Website Performance Optimization,Learn how browsers convert HTML,Chrome Developer Tools,DOM and CSSOM,Critical Rendering Path HTML,CSS and JavaScript optimizations
iOS Networking with Swift,Learn how to incorporate networking into your apps to access data from around the world Build the On the Map app to share location and fun links with fellow students,URLSession,JSON Parsing
JavaScript Design Patterns,Learn the importance of code organization and how to implement it with either vanilla JavaScript or an organizational library or framework,Code organization,Using an Organizational Library,KnockoutJS
Android Basics: User Input,Learn how to make your apps interactive using buttons and text! In this course you'll learn the basics of the Java programming language and how to apply them to Android,Java,Object-Oriented Programming,Conditional Code,Methods,Variables
Android Performance,Performance matters to users,Ui,Android Development,Performance,Optimization
Responsive Images,Go beyond image tags! Learn how to make images a part of your responsive design workflow,Mobile Image debugging,Creating responsive graphics
Xcode Debugging,In this course,Xcode,Debugging,LLDB
Gradle for Android and Java,Build bigger and better Android and Java apps using the Gradle build tool,Gradle,Java
Build Native Mobile Apps with Flutter,Learn from experts at Google how to use Flutter to craft high-quality native interfaces on iOS and Android devices in record time,Android Development
JavaScript Promises,Learn how to simplify asynchronous work with Native JavaScript Promises!,Asynchronous code,Advanced error handling,Generating sequences of async work
UIKit Fundamentals,Learn the iOS UIKit framework,AutoLayout,Navigation,Table Views,Collection Views
Android Basics: User Interface,Learn how to design your first layout in Android! This is the first course in the Android Basics Nanodegree program,Building Layouts,Android Studio,Views and ViewGroups,StylingClient-Server Communication
Client-Server Communication,Learn how a client communicates with a server,HTTP/2 and HTTPs,HTTP request and response cycle,HTTP headers and verbs,HTTP/1 and HTTP/2 capabilities,HTTPS
Building High Conversion Web Forms,Increase conversions with best practices for fast,Research HTML5 input types,Datalist input,User input validation with HTML5 attributes,Validate user input using JavaScript,Optimizing forms,Libraries,Firebase,Espresso
Advanced Android App Development,Make your app production-ready by applying advanced features like library integration,widgets,receiving cloud messages,and more!,Android Development,Fragments
Software Architecture & Design,Software Architecture and Design teaches the principles and concepts involved in the analysis and design of large software systems,Object Constraint Language,Software Architecture,Software Design,Code Review
Intro to Information SecurityCryptography,Network Security,Privacy,Public Policy
Authentication & Authorization: OAuth,Learn to implement the OAuth 20 framework to allow users to securely and easily login to your web applications,OAuth 20,Authentication & Authorization,Python
Intro to iOS App Development with Swift,Take the first step in becoming an iOS Developer by learning about Swift and writing your first app,UIKit,AVFoundationDistributed File Systems
Introduction to Operating Systems,Introduction to Operating Systems teaches the basic operating system abstractionsProcesses & Threads,Memory Management,Inter-Process Communication,Resource Virtualization,Preferences
Android Basics: Networking,This class teaches the basics of networking using Android,Android Development,JSON Parsing,HTTP Networking,Threads and Parallelism,Control Flow and Conditionals,Database,Design
Android Basics: Data Storage,In this courseAndroid Development,SQLite,ContentProvider,CursorAdapter & CursorLoader
Developing Android Apps with Kotlin,Learn the fundamentals of the Kotlin programming language from Kotlin experts at Google,Android Development
Browser Rendering Optimization,This course will demystify the browser's rendering pipeline and make it easy for you to build high performance web apps,Animation,Idle and Load (RAIL),Optimizing JavaScript,How to debug an app
Learn Swift Programming Syntax,This course focuses on the syntax of the Swift programming language By the end of the course,Variables and Constants,Control Flow,Functions,Optionals,OOP
Offline Web Applications,Learn how to develop offline-first web application using Service Workers and IndexedDB,Understanding Lie-Fi,Service Worker DevTools,IndexedDB,IndexedDB asset caching
Kotlin for Android Developers,Take an Android app in Java and convert it to Kotlin,Kotlin,Android
UX Design for Mobile Developers,This is a design course made for developers You'll learn UX design skills which will help you make 5-star mobile apps that your users will love,UX Design,User-Centered DesignBlack-Box & White-Box Testing,Agile Development Methodology
Software Development Process,Software Development Processes explores requirements engineering,testingSoftware Development Life Cycle,Requirements Engineering,Design Patterns
Data Visualization in Tableau,Learn the fundamentals of data visualization and practice communicating with data,Design of Visualizations,Visual Encodings
Writing READMEs,Documentation is an important part of the development process Learn to write READMEs using Markdown so your code can be used by other humans!,Markdown,Making code easier to readConstraint-based Analysis,Symbolic Execution
Software Analysis & Testing,This course covers the theory and practice of software analysis,testing,and debugging,Software Testing,Debugging,Dataflow Analysis
iOS Persistence and Core Data,Persisting data is a core skill for any iOS developer Learn how to store app data to your device using three common techniques: NSUserDefaultsData Persistence,Core Data,UserDefaults,FileManager
Computer Networking,This is an advanced Computer Networking course that delves into the latest concepts and tools used by the CN industry,Data Center Networking,Content Distribution,Congestion Control,Traffic Shaping
